S. Norton & Co. Limited|Docklands Wharf, 72/76 River Road, Barking, Essex. IG11 0DS|GBAUBKGLONBDW|No
S. Norton & Co. Limited|Riverside Berth, King George V Dock, Glasgow. GL51 4SE|GBAUGLWGLWSNG|No
Scotline Terminal (Medway) Ltd|Sir Thomas Langley Road, Medway City Estate, Strood, Rochester, Kent. ME2 4DP|GBAUSTDMEDSLT|No
Scotline Terminal (Transit) Limited|Crown Wharf - Rochester. ME2 4EN|GBAURCSMEDRCW|No
Scrabster Harbour Trust|Scrabster Harbour,Thurso. KW14 7UJ|GBAUSCRINVSCR|No
Seacon Terminals Ltd|Tower Wharf, Northfleet, Kent. DA11 9BD|GBAUNFTLONTOW|No
Seacon Terminals Ltd|Tower Wharf, Northfleet, Kent. DA11 9BD|GBAUNFTMEDNTW|No
Seaway Logistics|Neptune House, Neptune Street, Hull. HU3 2BP|GBAUHSEHULHLD1|No
Sharpness Dock Limited|Mersey Wharf, Dock Road, South Bromborough, Merseyside. CH62 4SF|GBAUBHKBHKBHK|No
Sharpness Dock Ltd|The Docks, Sharpness, Gloucestershire. GL13 9DX|GBAUSSSSSSSSS|No
Shell UK Limited|GBAUSLHLONSHJ|No
Shell UK Limited T/A Shell UK Exploration & Production|Shell Jetty, Braefoot Bay Marine Terminal, Cowdenbeath, Fife. KY4 8EL|GBAUBFBGRGSHL|No
Shepherd Offshore Limited|GBAUWLKTYNNEP|No
Shepherd Offshore Services Limited|GBAUWLKTYNOTP|No
Shetland Islands Council|GBAUSULLERSUL|No
Shoreham Port Authority|Harbour Office, Albion Street, Southwick, Brighton. BN42 4ED|GBAUESHSHOESH|No
Sibelco|Bulk Clay Ports (Marine), Town Quay, Bideford. EX39 2QG|GBAUBIDBDFBDP|No
Sibelco Bulk Clay Ports (Marine)|Catterdown Road, Plymouth. PL4 0RP|GBAUPLYCDWPXP|No
Sibelco Bulk Clay Ports (Marine)|Victoria Wharf, Plymouth. PL4 0RF|GBAUPLYVCWPZP|No
Sibelco Bulk Clay Ports (Marine)|Old Quay, Teignmouth, Devon. TQ14 8ES|GBAUPQTTNMTZP|No
SIMEC Ports (UK) Limited|Bird Port Wharf, Corporation Road, Newport, South Wales. NP19 4RE|GBAUNPTNPTBPW|No
SIMS Group Ltd|Alexandra Dock, Newport. NP20 2WE|GBAUNPTNPTSIN|No
Solent Gateway Limited|Sea Mounting Centre, Marchwood Port, Marchwood, Southampton. SO40 4ZG|GBAUMAWSTNSMC|No
Solent Gateway Ltd|GBAUMAWSTNSGL1|No
South Hook LNG Terminal Company Limited|GBAUMLFMILSOH|No
Southern Cement Ltd|Penny's Wharf, Albion Street, Shoreham-By-Sea, Southwick, Brighton. BN42 4DP|GBAUSHOSHOSCN|No
Southwark Metals Limited|Alexander Wharf, 12-14 River Road, Barking. IG11 0DG|GBAUIFDLONSML|No
Steamline Shipping Agencies|Palmerston Quay, Aberdeen Harbour, Aberdeen. AB11 5PU|GBAUABDABDASA|No
Steel River Quay Ltd|South Bank Way, Teesworks, Middlesborough. TS6 6UF|GBAUMIDMIDSTQ|No
Stena Line Ports Limited|Harbour Master Fishguard Harbour, Dyfed. SA64 0BU|GBAUFISFISFIS|No
Stena Line Ports Limited|Harbour Master, Holyhead Port Control, Stena House, Holyhead, Anglesey. LL65 1DQ|GBAUHLYHLDHLY|No
Stolthaven Dagenham Limited|Thunderer Jetty, Choats Road, Dagenham, Essex. RM9 6PU|GBAUDAGLONDTJ|No
Stornoway Pier & Harbour Commission|Amity House, Esplanade Quay, Stornoway, Isle of Lewis. HS1 2XS|GBAUSTOSTOSTO|No
Stornoway Port Authority|Arnish Quay, Stornoway, Isle of Lewis. HS1 2XS|GBAUSTOSTOARN|No
Tarmac Cement & Lime Limited|42 Wharf, Northfleet Cement Works, The Shore, Northfleet. DA11 9AN|GBAUNFTMED42W|No
Tarmac Trading Limited|Tarmac Thurrock Marine Terminal, Oliver Close, West Thurrock, Grays, Essex. RM20 3EE|GBAUGYSLONWLA|No
Tarmac Trading Limited|Littlehampton Quayside, Off Bridge Road, Littlehampton, West Sussex. BN17 5DN|GBAULITSHOLIT|No
Tate & Lyle Sugars Limited|Silvertown & Cairns Mill Wharf, Thames Refinery, Factory Road, Silvertown, London. E16 2EW|GBAUSVTLONTLS|No
Technip UK Ltd|Evanton Wharf - Highland Deephaven. IV16 9XJ|GBAUEVTINVEVT|No
Tees Clarence Port|The Quay, Quay Road, Teesport, Middlesbrough. TS6 6UJ|GBAUPOCMIDPC1|No
Thames Europort|Thames Europort, Clipper Boulevard, Crossways Business Park, Dartford, Kent. DA2 6QB|GBAUDFDTEPDFD|No
Thanet District Council|Ramsgate New Port, Harbour Office, Military Road, Ramsgate, Kent. CT11 9LQ|GBAURMGRMGRMG|No
The Highland Council|Kyle Harbour, Kyle of Lochalsh. IV40 8AQ|GBAUKYLINVKYL|No
The Highland Council|Portree Harbour, Quay Street, Portree, Isle of Skye. IV51 9DL|GBAUPRTABDPRT|No
The Manchester Ship Canal Company|Manchester Ship Canal, Engineering Workshop, Runcorn Docks, Percival Lane, Runcorn, Cheshire. WA7 4UY|GBAUMSCMNCMSC|No
The Mersey Docks & Harbour Co|GBAULIVLIVLIV|No
The Oil & Pipelines Agency|Loch Ewe Pier NAT POL Depot - Port of Inverness. IV22 2HU|GBAUAULINVEWE|No
The Oil & Pipelines Agency|NATO POL Jetty - Campbeltown. PA28 6RD|GBAUCBTARGNPJ|No
The Oil & Pipelines Agency|Garelochhead Oil Fuel Depot, Helensburgh, Argyll and Bute. G84 0EH|GBAUGADGRGOFD|No
The Oil & Pipelines Agency|Gosport Oil Fuel Depot, Forton Road, Gosport, Hampshire. PO12 4TH|GBAUGOSPTMOFD|No
The Oil & Pipelines Agency|NATO POL Jetty - Loch Striven. PA23 7UL|GBAULHSGRKLHS|No
The Oil & Pipelines Agency|Thanckes Oil Fuel Depot, Pengelly Road, Torpoint. PL11 2PG|GBAUTPOPLYOFD|No
The Seaham Harbour Dock Company|GBAUSEASUNSEA|No
Tobermory Harbour Association|Ledaig Pontoons. PA75 6QA|GBAUTOBARGTOB|No
Torbay Council (Torbay Harbour Authority)|GBAUTORTNMTOR|No
Torridge District Council|Town Quay, Bideford, Devon. EX39 2QG|GBAUBIDWATBID|No
Total Ship Services Limited|Berths 3,4,6 & 7 Chatham Docks, Chatham, Kent. ME4 4SR|GBAUCTMMEDTSS|No
Trustees of the Harbour of Inverness|Harbour Office, Longman Drive, Inverness, Ross-shire. IV1 1SU|GBAUINVINVINV|No
Turberville wharf|GBAUSHOSHOTBW|No
TW Logistics Limited|Mistley Wharf, The High Street, Mistley, Manningtree, Essex. CO11 1HB|GBAUMISHRHMIS|No
Ullapool Harbour Trustees|Ullapool Wharf,Ullapool, Ross-shire. IV26 2UJ|GBAUULLINVULL|No
Universal Container Services Limited|Irlam Container Terminal, Irlam Wharf Road. M44 5PN|GBAUIRLMNCICT|No
Valero Energy Limited|Jetties 1, 2, 3, 5, 6, 7 & 8 Pembroke Refinery, Angle, Pembroke, Dyfed. SA71 5SJ|GBAUMLFMILPEM|No
Valero Pembrokeshire Oil Terminal Ltd|GBAUMLFMILSEM|No
Victoria Wharves Limited|Corporation Wharf, Finnigans Road, Cattledown Industrial Estate, Plymouth, Devon. PL4 0RF|GBAUPLYPLYCOR|No
Victoria Wharves Limited|Victoria Wharf, Plymouth, Devon. PL4 0RF|GBAUPLYPLYVCW|No
Warrenpoint Harbour Authority|Warrenpoint Harbour, Warrenpoint, Co. Down. BT34 3JR|GBAUWPTWPTWPT|Yes
Wick Harbour Authority|Harbour Office, Harbour Terrace, Wick, Caithness. KW1 5HB|GBAUWICINVWIC|No

